date,Open,High,Low,Close,Adj Close,Volume
2023-12-14 10:30:00,47829.0,47833.55078125,47739.05078125,47773.19921875,47773.19921875,0
2023-12-14 10:45:00,47780.0,47839.3515625,47780.0,47831.30078125,47831.30078125,0
2023-12-14 11:00:00,47823.55078125,47848.1484375,47812.94921875,47836.69921875,47836.69921875,0
2023-12-14 11:15:00,47839.1484375,47862.25,47762.75,47772.94921875,47772.94921875,0
2023-12-14 11:30:00,47778.05078125,47819.3515625,47769.0,47806.80078125,47806.80078125,0
2023-12-14 11:45:00,47809.3984375,47812.80078125,47756.44921875,47787.25,47787.25,0
2023-12-14 12:00:00,47784.0,47823.3984375,47756.25,47763.3984375,47763.3984375,0
2023-12-14 12:15:00,47761.6484375,47790.6015625,47732.30078125,47775.3984375,47775.3984375,0
2023-12-14 12:30:00,47777.0,47779.5,47747.5,47761.1484375,47761.1484375,0
2023-12-14 12:45:00,47758.19921875,47796.44921875,47750.44921875,47792.69921875,47792.69921875,0
2023-12-14 13:00:00,47794.5,47855.3984375,47786.80078125,47829.80078125,47829.80078125,0
2023-12-14 13:15:00,47830.6484375,47874.8515625,47803.75,47859.30078125,47859.30078125,0
2023-12-14 13:30:00,47859.5,47881.69921875,47834.25,47867.3984375,47867.3984375,0
2023-12-14 13:45:00,47865.8984375,47867.3984375,47800.19921875,47846.30078125,47846.30078125,0
2023-12-14 14:00:00,47846.3984375,47847.19921875,47761.75,47810.3984375,47810.3984375,0
2023-12-14 14:15:00,47806.5,47815.3515625,47785.30078125,47799.94921875,47799.94921875,0
2023-12-14 14:30:00,47799.05078125,47810.69921875,47750.1015625,47783.44921875,47783.44921875,0
2023-12-14 14:45:00,47781.05078125,47785.0,47657.6015625,47697.1015625,47697.1015625,0
2023-12-14 15:00:00,47695.8515625,47735.69921875,47682.3515625,47712.0,47712.0,0
2023-12-14 15:15:00,47713.0,47794.3515625,47705.05078125,47751.3984375,47751.3984375,0
2023-12-15 09:15:00,47939.8984375,47983.6015625,47764.44921875,47764.44921875,47764.44921875,0
2023-12-15 09:30:00,47764.3515625,47817.1484375,47698.0,47719.8984375,47719.8984375,0
2023-12-15 09:45:00,47719.19921875,47767.55078125,47667.80078125,47765.30078125,47765.30078125,0
2023-12-15 10:00:00,47760.69921875,47816.75,47755.1015625,47797.80078125,47797.80078125,0
2023-12-15 10:15:00,47800.55078125,47820.3515625,47779.19921875,47809.0,47809.0,0
2023-12-15 10:30:00,47811.94921875,47842.94921875,47766.6484375,47770.6015625,47770.6015625,0
2023-12-15 10:45:00,47773.8515625,47776.75,47633.6015625,47745.5,47745.5,0
2023-12-15 11:00:00,47746.80078125,47756.30078125,47686.1015625,47698.8984375,47698.8984375,0
2023-12-15 11:15:00,47697.1015625,47741.94921875,47694.3984375,47706.8515625,47706.8515625,0
2023-12-15 11:30:00,47706.19921875,47772.19921875,47703.30078125,47725.94921875,47725.94921875,0
2023-12-15 11:45:00,47721.3515625,47729.94921875,47677.55078125,47680.1484375,47680.1484375,0
2023-12-15 12:00:00,47681.19921875,47707.55078125,47659.69921875,47679.3984375,47679.3984375,0
2023-12-15 12:15:00,47680.80078125,47726.25,47664.55078125,47723.6484375,47723.6484375,0
2023-12-15 12:30:00,47723.19921875,47782.1015625,47709.05078125,47760.19921875,47760.19921875,0
2023-12-15 12:45:00,47759.94921875,47766.75,47714.1015625,47730.8984375,47730.8984375,0
2023-12-15 13:00:00,47733.80078125,47747.6015625,47702.5,47735.69921875,47735.69921875,0
2023-12-15 13:15:00,47734.69921875,47792.8515625,47732.25,47758.6484375,47758.6484375,0
2023-12-15 13:30:00,47750.0,47836.3984375,47741.05078125,47827.3984375,47827.3984375,0
2023-12-15 13:45:00,47826.05078125,47914.25,47819.19921875,47908.8984375,47908.8984375,0
2023-12-15 14:00:00,47911.55078125,47968.0,47893.6484375,47907.8515625,47907.8515625,0
2023-12-15 14:15:00,47909.3984375,47967.3984375,47895.69921875,47936.80078125,47936.80078125,0
2023-12-15 14:30:00,47936.1015625,47991.75,47925.8515625,47968.3984375,47968.3984375,0
2023-12-15 14:45:00,47965.44921875,48084.05078125,47949.3984375,48074.19921875,48074.19921875,0
2023-12-15 15:00:00,48073.44921875,48207.69921875,48040.80078125,48139.05078125,48139.05078125,0
2023-12-15 15:15:00,48148.05078125,48171.8984375,48071.6484375,48071.6484375,48071.6484375,0
2023-12-18 09:15:00,47910.94921875,47985.5,47812.0,47985.5,47985.5,0
2023-12-18 09:30:00,47985.0,47989.5,47860.44921875,47931.44921875,47931.44921875,0
2023-12-18 09:45:00,47933.80078125,47942.44921875,47856.1015625,47906.1484375,47906.1484375,0
2023-12-18 10:00:00,47902.0,47934.5,47852.55078125,47915.44921875,47915.44921875,0
2023-12-18 10:15:00,47915.69921875,48071.1484375,47900.8515625,48057.19921875,48057.19921875,0
2023-12-18 10:30:00,48063.05078125,48073.3984375,47916.05078125,47950.94921875,47950.94921875,0
2023-12-18 10:45:00,47953.25,48008.0,47938.80078125,47989.55078125,47989.55078125,0
2023-12-18 11:00:00,47990.6484375,48022.19921875,47968.80078125,47993.5,47993.5,0
2023-12-18 11:15:00,47993.25,48013.69921875,47956.19921875,48006.1484375,48006.1484375,0
2023-12-18 11:30:00,48004.0,48021.44921875,47985.6484375,47995.6015625,47995.6015625,0
2023-12-18 11:45:00,47994.5,47998.05078125,47945.3984375,47949.44921875,47949.44921875,0
2023-12-18 12:00:00,47951.25,47989.3515625,47944.3984375,47982.05078125,47982.05078125,0
2023-12-18 12:15:00,47978.75,47996.19921875,47891.80078125,47896.94921875,47896.94921875,0
2023-12-18 12:30:00,47898.19921875,47952.8515625,47896.8984375,47945.1484375,47945.1484375,0
2023-12-18 12:45:00,47946.44921875,47959.25,47919.3515625,47919.3515625,47919.3515625,0
2023-12-18 13:00:00,47919.5,47930.1484375,47859.1015625,47870.80078125,47870.80078125,0
2023-12-18 13:15:00,47867.05078125,47962.8984375,47865.1484375,47959.8515625,47959.8515625,0
2023-12-18 13:30:00,47958.8984375,47958.8984375,47893.3515625,47896.3984375,47896.3984375,0
2023-12-18 13:45:00,47894.69921875,47930.0,47892.0,47913.80078125,47913.80078125,0
2023-12-18 14:00:00,47912.1484375,47965.25,47908.0,47945.3984375,47945.3984375,0
2023-12-18 14:15:00,47942.5,47956.0,47909.8515625,47940.5,47940.5,0
2023-12-18 14:30:00,47941.3515625,47975.75,47854.6484375,47856.30078125,47856.30078125,0
2023-12-18 14:45:00,47857.69921875,47940.55078125,47856.55078125,47866.94921875,47866.94921875,0
2023-12-18 15:00:00,47862.6484375,47919.1484375,47824.69921875,47848.1015625,47848.1015625,0
2023-12-18 15:15:00,47849.25,47887.25,47807.30078125,47862.05078125,47862.05078125,0
2023-12-19 09:15:00,47940.3984375,47941.1015625,47769.80078125,47794.44921875,47794.44921875,0
2023-12-19 09:30:00,47795.3984375,47820.80078125,47681.69921875,47691.1015625,47691.1015625,0
2023-12-19 09:45:00,47695.55078125,47739.0,47665.6015625,47715.3515625,47715.3515625,0
2023-12-19 10:00:00,47718.0,47726.05078125,47649.3515625,47677.3515625,47677.3515625,0
2023-12-19 10:15:00,47677.75,47723.8984375,47670.1015625,47695.69921875,47695.69921875,0
2023-12-19 10:30:00,47693.69921875,47815.94921875,47679.6015625,47743.44921875,47743.44921875,0
2023-12-19 10:45:00,47743.80078125,47774.05078125,47724.8515625,47732.0,47732.0,0
2023-12-19 11:00:00,47733.0,47765.75,47726.19921875,47749.6015625,47749.6015625,0
2023-12-19 11:15:00,47751.1015625,47777.05078125,47714.75,47776.1484375,47776.1484375,0
2023-12-19 11:30:00,47775.69921875,47862.5,47762.19921875,47849.94921875,47849.94921875,0
2023-12-19 11:45:00,47854.5,47942.69921875,47841.6484375,47921.69921875,47921.69921875,0
2023-12-19 12:00:00,47921.6484375,47932.44921875,47865.3515625,47884.69921875,47884.69921875,0
2023-12-19 12:15:00,47883.44921875,47947.3515625,47876.19921875,47916.3984375,47916.3984375,0
2023-12-19 12:30:00,47916.55078125,47938.19921875,47899.8515625,47927.75,47927.75,0
2023-12-19 12:45:00,47937.05078125,47971.0,47893.5,47946.25,47946.25,0
2023-12-19 13:00:00,47946.1015625,47946.1015625,47881.8984375,47894.30078125,47894.30078125,0
2023-12-19 13:15:00,47894.5,47912.25,47860.75,47880.75,47880.75,0
2023-12-19 13:30:00,47881.0,47933.05078125,47874.0,47927.75,47927.75,0
2023-12-19 13:45:00,47930.1015625,48016.3515625,47921.80078125,47995.6484375,47995.6484375,0
2023-12-19 14:00:00,47995.25,48000.44921875,47955.94921875,47979.5,47979.5,0
2023-12-19 14:15:00,47979.5,47997.19921875,47940.19921875,47993.19921875,47993.19921875,0
2023-12-19 14:30:00,47989.3515625,48006.1484375,47955.30078125,47979.1484375,47979.1484375,0
2023-12-19 14:45:00,47976.44921875,47997.55078125,47822.6015625,47837.1015625,47837.1015625,0
2023-12-19 15:00:00,47823.80078125,47931.1484375,47789.94921875,47855.05078125,47855.05078125,0
2023-12-19 15:15:00,47853.44921875,47897.80078125,47830.05078125,47848.44921875,47848.44921875,0
2023-12-20 09:15:00,48085.3515625,48151.75,48022.30078125,48117.19921875,48117.19921875,0
2023-12-20 09:30:00,48115.8515625,48163.6484375,48045.55078125,48091.1015625,48091.1015625,0
2023-12-20 09:45:00,48083.69921875,48088.69921875,48016.3515625,48042.44921875,48042.44921875,0
2023-12-20 10:00:00,48037.69921875,48060.3984375,47963.05078125,47993.30078125,47993.30078125,0
2023-12-20 10:15:00,47984.6484375,48032.19921875,47957.30078125,47969.75,47969.75,0
2023-12-20 10:30:00,47963.1484375,48034.6484375,47951.25,48027.30078125,48027.30078125,0
2023-12-20 10:45:00,48023.6484375,48039.1015625,47995.44921875,48015.6015625,48015.6015625,0
2023-12-20 11:00:00,48017.6015625,48021.1484375,47959.8984375,47959.8984375,47959.8984375,0
2023-12-20 11:15:00,47960.05078125,47980.25,47910.30078125,47940.8984375,47940.8984375,0
2023-12-20 11:30:00,47943.3515625,47955.05078125,47907.5,47921.25,47921.25,0
2023-12-20 11:45:00,47918.55078125,47944.6015625,47888.80078125,47942.3984375,47942.3984375,0
2023-12-20 12:00:00,47942.80078125,47974.3984375,47927.1484375,47944.75,47944.75,0
2023-12-20 12:15:00,47944.8515625,47959.6015625,47909.75,47937.6015625,47937.6015625,0
2023-12-20 12:30:00,47937.8984375,47989.25,47922.6015625,47985.3984375,47985.3984375,0
2023-12-20 12:45:00,47983.8515625,48008.69921875,47962.1015625,47965.19921875,47965.19921875,0
2023-12-20 13:00:00,47966.6015625,47972.8515625,47872.1015625,47887.05078125,47887.05078125,0
2023-12-20 13:15:00,47891.19921875,47908.19921875,47708.3515625,47718.44921875,47718.44921875,0
2023-12-20 13:30:00,47718.69921875,47785.69921875,47667.3515625,47749.1015625,47749.1015625,0
2023-12-20 13:45:00,47751.8515625,47773.3984375,47689.1015625,47707.8515625,47707.8515625,0
2023-12-20 14:00:00,47708.0,47732.94921875,47578.25,47586.44921875,47586.44921875,0
2023-12-20 14:15:00,47590.8515625,47670.0,47575.8515625,47640.3984375,47640.3984375,0
2023-12-20 14:30:00,47636.3984375,47654.1015625,47478.8984375,47504.0,47504.0,0
2023-12-20 14:45:00,47503.25,47597.55078125,47423.55078125,47568.6015625,47568.6015625,0
2023-12-20 15:00:00,47567.3984375,47567.3984375,47405.0,47405.0,47405.0,0
2023-12-20 15:15:00,47407.69921875,47459.25,47211.3515625,47216.5,47216.5,0
2023-12-21 09:15:00,47172.44921875,47243.19921875,46951.05078125,47053.8984375,47053.8984375,0
2023-12-21 09:30:00,47051.0,47171.19921875,46926.3515625,47116.6484375,47116.6484375,0
2023-12-21 09:45:00,47114.5,47171.6015625,47029.1015625,47082.30078125,47082.30078125,0
2023-12-21 10:00:00,47081.44921875,47272.8984375,47063.30078125,47231.19921875,47231.19921875,0
2023-12-21 10:15:00,47230.6015625,47318.94921875,47197.6484375,47215.30078125,47215.30078125,0
2023-12-21 10:30:00,47207.75,47288.30078125,47138.6484375,47286.5,47286.5,0
2023-12-21 10:45:00,47287.0,47344.69921875,47259.1484375,47332.69921875,47332.69921875,0
2023-12-21 11:00:00,47335.3984375,47492.1484375,47334.8515625,47380.69921875,47380.69921875,0
2023-12-21 11:15:00,47384.1015625,47389.3515625,47289.30078125,47321.1015625,47321.1015625,0
2023-12-21 11:30:00,47322.69921875,47381.19921875,47316.1015625,47348.44921875,47348.44921875,0
2023-12-21 11:45:00,47351.19921875,47398.1484375,47314.69921875,47350.44921875,47350.44921875,0
2023-12-21 12:00:00,47347.3515625,47434.1484375,47343.69921875,47352.19921875,47352.19921875,0
2023-12-21 12:15:00,47353.6015625,47453.44921875,47341.05078125,47447.5,47447.5,0
2023-12-21 12:30:00,47454.44921875,47603.6484375,47415.55078125,47590.69921875,47590.69921875,0
2023-12-21 12:45:00,47595.55078125,47621.19921875,47527.05078125,47533.3515625,47533.3515625,0
2023-12-21 13:00:00,47538.8984375,47569.05078125,47447.94921875,47564.75,47564.75,0
2023-12-21 13:15:00,47553.3984375,47558.3984375,47491.8515625,47542.75,47542.75,0
2023-12-21 13:30:00,47546.69921875,47591.75,47403.6015625,47464.30078125,47464.30078125,0
2023-12-21 13:45:00,47465.0,47517.6484375,47386.6015625,47438.1484375,47438.1484375,0
2023-12-21 14:00:00,47442.55078125,47469.55078125,47331.55078125,47467.30078125,47467.30078125,0
2023-12-21 14:15:00,47465.8515625,47568.5,47416.5,47562.19921875,47562.19921875,0
2023-12-21 14:30:00,47562.0,47843.0,47535.69921875,47784.25,47784.25,0
2023-12-21 14:45:00,47782.19921875,47929.75,47777.6484375,47808.19921875,47808.19921875,0
2023-12-21 15:00:00,47801.6484375,47923.30078125,47763.69921875,47913.8515625,47913.8515625,0
2023-12-21 15:15:00,47915.8515625,47917.1484375,47787.5,47852.69921875,47852.69921875,0
2023-12-22 09:15:00,47837.75,47863.44921875,47708.8515625,47726.3984375,47726.3984375,0
2023-12-22 09:30:00,47726.0,47801.75,47688.1015625,47750.6484375,47750.6484375,0
2023-12-22 09:45:00,47753.05078125,47881.0,47742.8515625,47863.3984375,47863.3984375,0
2023-12-22 10:00:00,47870.55078125,47949.3515625,47850.69921875,47931.5,47931.5,0
2023-12-22 10:15:00,47931.94921875,47941.3984375,47841.75,47939.1484375,47939.1484375,0
2023-12-22 10:30:00,47939.69921875,47947.69921875,47885.1015625,47891.25,47891.25,0
2023-12-22 10:45:00,47895.44921875,48042.1484375,47881.1015625,48042.1484375,48042.1484375,0
2023-12-22 11:00:00,48041.3984375,48069.8984375,47960.3984375,47980.05078125,47980.05078125,0
2023-12-22 11:15:00,47983.44921875,48011.80078125,47939.69921875,47967.5,47967.5,0
2023-12-22 11:30:00,47965.3984375,47973.69921875,47884.30078125,47923.30078125,47923.30078125,0
2023-12-22 11:45:00,47917.05078125,47925.19921875,47871.80078125,47906.6484375,47906.6484375,0
2023-12-22 12:00:00,47907.44921875,47959.6484375,47900.80078125,47923.6484375,47923.6484375,0
2023-12-22 12:15:00,47922.3515625,47938.05078125,47834.44921875,47865.94921875,47865.94921875,0
2023-12-22 12:30:00,47867.6484375,47867.6484375,47688.19921875,47781.1484375,47781.1484375,0
2023-12-22 12:45:00,47781.80078125,47896.3515625,47769.1484375,47845.1484375,47845.1484375,0
2023-12-22 13:00:00,47845.25,47887.80078125,47775.3984375,47785.55078125,47785.55078125,0
2023-12-22 13:15:00,47782.94921875,47826.94921875,47738.8515625,47767.5,47767.5,0
2023-12-22 13:30:00,47767.6015625,47771.5,47520.6484375,47545.30078125,47545.30078125,0
2023-12-22 13:45:00,47544.75,47586.55078125,47421.94921875,47502.80078125,47502.80078125,0
2023-12-22 14:00:00,47504.0,47659.5,47490.3984375,47611.5,47611.5,0
2023-12-22 14:15:00,47612.19921875,47668.05078125,47561.19921875,47598.1484375,47598.1484375,0
2023-12-22 14:30:00,47593.3984375,47714.69921875,47525.80078125,47713.8984375,47713.8984375,0
2023-12-22 14:45:00,47708.05078125,47743.30078125,47613.44921875,47656.44921875,47656.44921875,0
2023-12-22 15:00:00,47657.3515625,47669.69921875,47439.30078125,47490.05078125,47490.05078125,0
2023-12-22 15:15:00,47489.19921875,47522.3984375,47415.94921875,47458.75,47458.75,0
2023-12-26 09:15:00,47576.3984375,47617.80078125,47475.3984375,47476.94921875,47476.94921875,0
2023-12-26 09:30:00,47476.0,47537.25,47447.1484375,47493.8515625,47493.8515625,0
2023-12-26 09:45:00,47492.25,47551.75,47411.6484375,47549.25,47549.25,0
2023-12-26 10:00:00,47556.6484375,47573.25,47475.80078125,47507.94921875,47507.94921875,0
2023-12-26 10:15:00,47505.44921875,47694.6484375,47504.19921875,47669.6484375,47669.6484375,0
2023-12-26 10:30:00,47669.30078125,47742.80078125,47634.3984375,47718.19921875,47718.19921875,0
2023-12-26 10:45:00,47720.5,47759.19921875,47692.30078125,47727.75,47727.75,0
2023-12-26 11:00:00,47729.1484375,47736.19921875,47671.69921875,47688.75,47688.75,0
2023-12-26 11:15:00,47690.19921875,47700.6484375,47650.1484375,47688.8984375,47688.8984375,0
2023-12-26 11:30:00,47687.6484375,47735.5,47676.94921875,47725.25,47725.25,0
2023-12-26 11:45:00,47725.69921875,47732.80078125,47677.80078125,47719.44921875,47719.44921875,0
2023-12-26 12:00:00,47718.94921875,47740.25,47693.55078125,47698.55078125,47698.55078125,0
2023-12-26 12:15:00,47697.5,47819.05078125,47689.1484375,47750.94921875,47750.94921875,0
2023-12-26 12:30:00,47751.19921875,47790.05078125,47737.69921875,47744.19921875,47744.19921875,0
2023-12-26 12:45:00,47741.6484375,47750.94921875,47686.5,47735.75,47735.75,0
2023-12-26 13:00:00,47735.05078125,47752.3515625,47636.8984375,47700.55078125,47700.55078125,0
2023-12-26 13:15:00,47702.1484375,47730.55078125,47669.5,47730.55078125,47730.55078125,0
2023-12-26 13:30:00,47726.3984375,47768.25,47706.3984375,47766.94921875,47766.94921875,0
2023-12-26 13:45:00,47765.3515625,47770.5,47724.19921875,47752.3515625,47752.3515625,0
2023-12-26 14:00:00,47751.1015625,47764.44921875,47685.6484375,47717.75,47717.75,0
2023-12-26 14:15:00,47717.55078125,47835.25,47707.3515625,47783.69921875,47783.69921875,0
2023-12-26 14:30:00,47777.80078125,47790.1484375,47722.3515625,47745.44921875,47745.44921875,0
2023-12-26 14:45:00,47744.1015625,47769.8984375,47691.3984375,47719.1484375,47719.1484375,0
2023-12-26 15:00:00,47719.6015625,47746.6484375,47683.3515625,47711.25,47711.25,0
2023-12-26 15:15:00,47713.8515625,47785.8984375,47708.3515625,47762.5,47762.5,0
2023-12-27 09:15:00,47818.5,47892.05078125,47807.80078125,47876.1015625,47876.1015625,0
2023-12-27 09:30:00,47880.25,47951.44921875,47826.0,47951.44921875,47951.44921875,0
2023-12-27 09:45:00,47948.8984375,47992.05078125,47929.0,47982.1484375,47982.1484375,0
2023-12-27 10:00:00,47982.30078125,48026.6015625,47932.5,47987.8515625,47987.8515625,0
2023-12-27 10:15:00,47986.69921875,48057.8515625,47972.8984375,48055.80078125,48055.80078125,0
2023-12-27 10:30:00,48055.30078125,48080.05078125,48034.0,48050.94921875,48050.94921875,0
2023-12-27 10:45:00,48054.0,48091.05078125,48029.55078125,48048.6015625,48048.6015625,0
2023-12-27 11:00:00,48047.8515625,48066.69921875,48023.1484375,48055.1484375,48055.1484375,0
2023-12-27 11:15:00,48050.8515625,48094.25,48043.1484375,48088.30078125,48088.30078125,0
2023-12-27 11:30:00,48087.25,48110.05078125,48059.94921875,48064.05078125,48064.05078125,0
2023-12-27 11:45:00,48064.94921875,48169.44921875,48045.19921875,48166.1484375,48166.1484375,0
2023-12-27 12:00:00,48165.44921875,48244.05078125,48163.30078125,48187.6484375,48187.6484375,0
2023-12-27 12:15:00,48187.3984375,48190.6484375,48040.05078125,48044.1015625,48044.1015625,0
2023-12-27 12:30:00,48049.44921875,48090.05078125,47985.44921875,48026.75,48026.75,0
2023-12-27 12:45:00,48024.8984375,48087.1015625,48014.3984375,48063.3515625,48063.3515625,0
2023-12-27 13:00:00,48062.8984375,48063.0,47944.44921875,47959.80078125,47959.80078125,0
2023-12-27 13:15:00,47950.3984375,48010.3515625,47918.1484375,47972.3515625,47972.3515625,0
2023-12-27 13:30:00,47969.44921875,47992.3984375,47884.55078125,47952.0,47952.0,0
2023-12-27 13:45:00,47955.1015625,48010.55078125,47923.55078125,47976.3515625,47976.3515625,0
2023-12-27 14:00:00,47980.1015625,48044.3515625,47974.5,48040.80078125,48040.80078125,0
2023-12-27 14:15:00,48040.0,48070.1015625,47971.30078125,48022.3515625,48022.3515625,0
2023-12-27 14:30:00,48021.25,48139.69921875,47980.6484375,48136.0,48136.0,0
2023-12-27 14:45:00,48132.0,48168.6484375,48114.5,48127.80078125,48127.80078125,0
2023-12-27 15:00:00,48128.55078125,48346.3515625,48125.69921875,48313.30078125,48313.30078125,0
2023-12-27 15:15:00,48312.8515625,48325.44921875,48258.94921875,48280.55078125,48280.55078125,0
2023-12-28 09:15:00,48479.05078125,48589.44921875,48417.44921875,48524.44921875,48524.44921875,0
2023-12-28 09:30:00,48523.94921875,48550.6015625,48431.44921875,48548.69921875,48548.69921875,0
2023-12-28 09:45:00,48556.80078125,48631.0,48501.05078125,48523.80078125,48523.80078125,0
2023-12-28 10:00:00,48523.80078125,48532.5,48343.1484375,48407.8515625,48407.8515625,0
2023-12-28 10:15:00,48409.1015625,48465.1484375,48389.6015625,48423.8984375,48423.8984375,0
2023-12-28 10:30:00,48425.19921875,48444.30078125,48370.80078125,48414.1015625,48414.1015625,0
2023-12-28 10:45:00,48416.55078125,48475.30078125,48374.30078125,48410.3984375,48410.3984375,0
2023-12-28 11:00:00,48407.1015625,48544.1484375,48394.8984375,48499.69921875,48499.69921875,0
2023-12-28 11:15:00,48500.30078125,48519.6484375,48468.0,48490.44921875,48490.44921875,0
2023-12-28 11:30:00,48489.1484375,48521.80078125,48476.80078125,48493.6484375,48493.6484375,0
2023-12-28 11:45:00,48493.25,48518.19921875,48452.75,48499.3984375,48499.3984375,0
2023-12-28 12:00:00,48494.6015625,48543.0,48465.69921875,48474.94921875,48474.94921875,0
2023-12-28 12:15:00,48478.0,48557.05078125,48462.25,48537.19921875,48537.19921875,0
2023-12-28 12:30:00,48526.94921875,48552.6484375,48518.30078125,48537.55078125,48537.55078125,0
2023-12-28 12:45:00,48538.1015625,48583.19921875,48511.3984375,48527.94921875,48527.94921875,0
